dataset_order,transaction_id,user_id,amount,transaction_type_ATM,transaction_type_Online,transaction_type_POS,transaction_type_QR,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,country_DE,country_FR,country_NG,country_TR,country_UK,country_US,hour,device_risk_score,ip_risk_score,is_fraud
75,9680,871,1691,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,99,84,1
76,9852,788,1919,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,23,79,87,1
77,9901,766,1254,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4,84,88,1
78,9682,174,22,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,15,78,85,1
79,9946,556,659,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,11,72,85,1
80,9616,970,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,91,94,1
81,9957,802,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,21,97,72,1
82,9659,125,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,96,93,1
83,9605,37,2440,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,9,71,91,1
84,9980,529,3512,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,81,97,1
85,9983,525,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,97,96,1
86,9859,926,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,20,93,81,1
87,9906,937,2879,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,17,87,91,1
88,9714,568,860,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10,79,99,1
89,9535,988,2185,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,11,99,71,1
90,9604,812,10,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,95,89,1
91,9905,553,22,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,70,85,1
92,9832,86,2355,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,97,76,1
93,9792,882,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,70,87,1
94,9624,693,986,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,95,74,1
95,9800,595,1783,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,12,99,97,1
96,9594,773,10,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,70,93,1
97,9780,46,2273,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10,92,90,1
98,9584,818,22,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,9,94,87,1
99,9547,275,787,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,78,73,1
100,9674,739,22,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,98,97,1
101,9506,621,2883,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,13,79,97,1
102,9794,67,643,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,4,72,91,1
103,9809,507,554,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,21,85,72,1
104,9900,541,3476,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,22,91,97,1
105,9606,412,2389,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,19,99,78,1
106,9773,865,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,80,85,1
107,9973,980,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,96,88,1
108,9580,248,1659,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,16,86,99,1
109,9952,958,733,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,17,92,89,1
110,9589,773,2016,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,18,99,70,1
111,9706,528,913,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,96,76,1
112,9940,937,1271,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,73,92,1
113,9598,243,2665,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,4,99,73,1
114,9735,818,4178,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,90,87,1
115,9954,266,2557,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,74,79,1
116,9821,743,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,98,94,1
117,9759,952,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,20,81,74,1
118,9951,336,4555,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,23,84,82,1
119,9681,620,1187,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,78,99,1
120,9548,860,5955,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,8,73,99,1
121,9609,974,1868,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,22,94,92,1
122,9558,114,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,95,88,1
123,9775,658,10,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,90,76,1
124,9593,201,9647,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,23,73,77,1
125,9552,407,405,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,83,92,1
126,9981,645,1609,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,13,93,78,1
127,9687,366,3471,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,95,72,1
128,9651,55,612,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,13,82,79,1
129,9618,174,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20,85,82,1
130,9523,906,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,90,92,1
131,9570,341,179,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,82,85,1
132,9828,257,3293,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,92,84,1
133,9843,462,837,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,17,95,89,1
134,9785,350,1208,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,84,82,1
135,9793,298,3238,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,91,79,1
136,9866,269,22,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,81,96,1
137,9707,134,2980,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,89,81,1
138,9767,491,123,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,81,84,1
139,9530,630,10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18,91,86,1
140,9865,543,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,8,85,75,1
141,9805,862,2869,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21,97,96,1
142,9641,737,22,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,97,73,1
143,9743,219,10,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,17,79,93,1
144,9653,633,3454,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,98,76,1
145,9771,584,2182,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,75,90,1
146,9679,80,402,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,88,97,1
147,9635,939,1011,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,75,88,1
148,9627,98,822,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,11,94,82,1
149,9936,940,2378,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,11,97,78,1
150,9810,241,2758,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11,96,86,1
151,9713,761,422,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,6,75,92,1
152,9815,663,1552,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,71,92,1
153,9917,361,4946,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4,81,92,1
154,9862,958,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,79,81,1
155,9730,926,4694,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,74,73,1
156,9543,943,1615,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8,98,70,1
157,9801,40,650,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,78,75,1
158,9987,769,4524,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,9,79,99,1
159,9726,538,2227,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13,72,77,1
160,9561,788,1557,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,12,87,91,1
161,9883,399,2325,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,16,91,84,1
162,9755,367,2364,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,4,87,72,1
163,9640,306,1440,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,96,79,1
164,9769,575,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,81,94,1
165,9747,423,11628,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,23,95,94,1
166,9752,466,10,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,17,96,70,1
167,9768,428,1767,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,12,79,85,1
168,9851,430,982,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,18,78,82,1
169,9511,532,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,77,73,1
170,9541,123,1598,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,23,80,84,1
171,9516,260,3391,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,83,72,1
172,9872,13,2924,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,76,86,1
173,9796,672,3779,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,84,70,1
174,9531,657,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,23,94,71,1
175,9945,283,22,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,90,82,1
176,9591,745,652,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,83,88,1
177,9742,825,187,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,76,80,1
178,9926,185,2132,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9,90,73,1
179,9588,316,1228,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,17,91,90,1
180,9968,658,937,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,76,70,1
181,9574,937,1122,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,82,86,1
182,9673,487,407,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,97,73,1
183,9683,675,3462,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,90,93,1
184,9633,783,5446,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,22,84,92,1
185,9902,239,1766,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,74,70,1
186,9928,440,151,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,74,97,1
187,9626,856,684,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,14,76,84,1
188,9847,955,3199,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,12,80,77,1
189,9964,271,1421,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,89,95,1
190,9908,465,4031,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,96,96,1
191,9536,473,1465,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22,99,91,1
192,9739,760,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,86,71,1
193,9996,390,22,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,89,99,1
194,9529,318,1024,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,90,82,1
195,9778,959,1841,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,73,96,1
196,9518,810,7504,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,12,93,93,1
197,9766,159,22,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11,72,78,1
198,9720,601,2587,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,84,88,1
199,9919,708,2237,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,23,82,82,1
200,9863,270,6253,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,95,74,1
201,9765,713,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,4,83,89,1
202,9504,167,1783,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,93,87,1
203,9836,944,2330,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,13,85,70,1
204,9581,94,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,95,82,1
205,9563,868,2605,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,95,87,1
206,9790,104,22,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,17,94,98,1
207,9684,124,2149,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,71,80,1
208,9837,797,10,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,81,77,1
209,9569,766,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,92,87,1
210,9812,338,2645,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,16,76,92,1
211,9822,15,4150,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8,76,85,1
212,9920,282,2400,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,93,99,1
213,9907,957,2993,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,75,96,1
214,9694,251,3149,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,18,75,73,1
215,9503,588,2613,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,5,76,78,1
216,9761,664,1638,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,78,73,1
217,9885,551,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13,78,91,1
218,9994,689,1853,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,8,84,71,1
219,9749,388,10,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,84,79,1
220,9819,867,691,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,98,88,1
221,9970,607,22,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,96,91,1
222,9930,638,10,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,22,76,87,1
223,9845,623,7029,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,93,71,1
224,9783,721,518,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,76,92,1
225,9667,78,2039,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,11,70,78,1
226,9976,530,2313,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,15,90,91,1
227,9620,971,10,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,86,84,1
228,9935,731,2323,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,22,75,74,1
229,9991,632,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,93,83,1
230,9628,225,22,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18,79,73,1
231,9963,739,5230,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,21,78,92,1
232,9621,993,562,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,79,86,1
233,9789,444,2101,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4,88,99,1
234,9727,260,843,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,90,86,1
235,9722,900,163,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,21,90,94,1
236,9760,269,10,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,74,90,1
237,9568,438,22,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,6,95,73,1
238,9736,846,10,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,12,95,77,1
239,9860,55,3464,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,79,85,1
240,9824,300,2068,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,84,81,1
241,9734,788,1393,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,86,86,1
242,9700,325,949,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18,83,92,1
243,9501,337,10,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,20,88,75,1
244,9918,718,7653,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,21,93,72,1
245,9879,751,2828,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,13,70,89,1
246,9539,53,2792,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,21,83,76,1
247,9533,861,5320,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,83,75,1
248,9826,780,690,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,78,88,1
249,9502,407,1421,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,83,86,1
250,9022,672,103,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,17,2,0
251,2612,461,140,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,6,4,20,0
252,636,752,175,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,19,1,19,0
253,692,882,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16,9,1,0
254,1026,217,114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,8,5,0
255,2068,398,89,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,11,7,25,0
256,11,451,80,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,18,3,0,0
257,4857,237,152,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13,16,12,0
258,1665,221,117,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,10,19,13,0
259,41,304,67,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,16,27,8,0
260,19,56,133,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,13,15,18,0
261,2711,493,115,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,23,28,14,0
262,2924,867,13,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,6,22,0
263,5254,682,136,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,21,29,11,0
264,3132,673,71,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,13,15,0
265,2318,62,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,22,20,10,0
266,2695,881,73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,18,17,28,0
267,3560,486,138,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,15,0,20,0
268,3936,181,106,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7,13,25,0
269,423,939,124,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,18,3,26,0
270,2614,902,110,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14,12,24,0
271,110,230,112,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,21,1,9,0
272,794,701,156,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,12,10,24,0
273,265,226,92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,18,11,28,0
274,259,354,186,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,23,14,0
275,3793,890,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,14,2,15,0
276,1188,943,196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9,28,4,0
277,726,270,51,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,10,8,21,0
278,5824,492,92,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,11,17,16,0
279,738,993,134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,27,12,0
280,499,452,210,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,12,20,29,0
281,335,674,69,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6,9,15,0
282,228,174,82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,28,19,0
283,7061,234,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,15,9,0
284,8106,132,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,20,5,0
285,7905,474,221,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,3,24,0
286,992,879,158,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,16,26,20,0
287,219,217,48,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,12,16,14,0
