dataset_order,transaction_id,user_id,amount,transaction_type_ATM,transaction_type_Online,transaction_type_POS,transaction_type_QR,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel,country_DE,country_FR,country_NG,country_TR,country_UK,country_US,hour,device_risk_score,ip_risk_score,is_fraud
96,7000,992,74,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,6,24,4,0
97,4910,471,200,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,20,17,1,0
98,7867,362,97,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,9,0,25,0
99,2909,26,112,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,11,5,2,0
100,3556,116,84,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,10,19,0
101,1062,438,104,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,16,18,18,0
102,7850,966,96,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,6,29,3,0
103,3658,332,75,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20,10,27,0
104,5505,192,36,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,8,5,0
105,8275,596,102,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,11,0
106,7595,666,90,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,7,24,11,0
107,9723,631,2830,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,92,74,1
108,5772,258,95,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,16,12,0
109,5378,707,146,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,29,19,0
110,6053,258,65,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,11,14,29,0
111,7396,309,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,13,28,16,0
112,20,733,133,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,16,18,27,0
113,170,590,58,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,12,3,6,0
114,641,605,82,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,20,15,18,0
115,3354,920,82,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,23,29,20,0
116,1423,194,99,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,22,15,13,0
117,2254,824,190,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,18,23,6,0
118,1640,649,128,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,18,2,23,0
119,7264,52,184,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,16,28,15,0
120,9223,554,116,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7,19,13,0
121,9507,706,2705,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10,76,80,1
122,6208,457,91,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11,5,18,0
123,9248,355,95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,15,3,18,0
124,1004,140,28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,8,13,14,0
125,4876,773,80,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13,28,17,0
126,1049,777,147,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,12,12,26,0
127,7330,393,11,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,16,17,8,0
128,5266,3,168,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11,2,20,0
129,6209,546,135,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,14,16,0
130,1515,193,124,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8,2,14,0
131,4154,221,141,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,19,28,15,0
132,1078,833,56,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,16,15,15,0
133,4650,511,141,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,21,2,11,0
134,4181,730,170,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,19,21,0
135,8490,752,186,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,8,3,20,0
136,4305,481,88,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,17,1,26,0
137,2148,184,166,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,18,2,10,0
138,6610,49,120,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15,20,11,0
139,4346,131,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,19,6,0
140,2021,375,149,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,16,12,13,0
141,6992,603,96,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19,22,17,0
142,7122,951,126,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,11,15,2,0
143,8520,667,152,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,10,5,14,0
144,7995,854,96,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,2,5,0
145,4436,966,202,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,20,14,11,0
146,5807,366,22,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,11,29,7,0
147,2714,92,147,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,20,10,0
148,9984,63,2995,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,11,86,88,1
149,7375,234,167,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,10,8,10,0
150,251,809,141,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,22,10,5,0
151,9820,840,10,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,18,74,90,1
152,9929,735,2400,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,15,98,98,1
153,3481,657,80,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,15,29,0
154,9701,64,1489,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,14,78,70,1
155,3952,44,92,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,3,26,0
156,7112,904,41,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7,28,13,0
157,3741,708,103,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,20,0,19,0
158,5296,433,151,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19,4,15,0
159,9795,537,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,99,92,1
160,1956,267,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2,4,0
161,8908,282,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,13,24,6,0
162,5878,69,167,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,22,27,17,0
163,6637,662,70,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7,21,22,0
164,2984,414,64,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,10,7,8,0
165,5182,709,90,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20,3,16,0
166,6129,215,74,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,18,17,17,0
167,4067,593,102,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19,9,13,0
168,4006,66,177,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,22,20,0
169,5227,311,27,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,10,16,16,0
170,4087,216,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7,23,1,0
171,5935,791,88,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,12,11,24,0
172,1051,344,56,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,9,22,22,0
173,4121,547,137,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,19,22,14,0
174,2322,667,111,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,22,28,16,0
175,1278,206,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,22,23,0
176,2009,35,125,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,17,18,10,0
177,2262,842,171,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,20,16,0
178,239,784,65,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,7,23,6,0
179,3199,846,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21,5,7,0
180,5197,486,36,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,13,13,5,0
181,2889,781,128,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,14,28,9,0
182,5434,690,64,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,6,9,0
183,2581,508,19,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,8,21,16,0
184,8204,891,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,11,9,0,0
185,5352,473,176,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,12,0
186,5148,203,184,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15,16,5,0
187,2879,803,107,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,12,19,25,0
188,6626,973,158,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,18,27,21,0
189,9728,572,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,84,79,1
190,814,660,64,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,11,13,12,0
191,8226,896,102,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15,6,26,0
192,8156,540,134,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6,28,4,0
193,4812,139,109,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11,2,29,0
194,7788,627,148,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,14,5,3,0
195,7343,773,111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,8,18,3,0
196,4026,507,91,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,23,8,16,0
197,316,117,101,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23,16,2,0
198,5012,241,92,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,17,21,18,0
199,8314,441,65,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,12,4,29,0
200,1635,954,14,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,22,10,24,0
201,2906,20,105,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,22,1,16,0
202,7826,127,77,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10,4,23,0
203,1848,510,110,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,17,2,10,0
204,6186,762,65,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,21,17,7,0
205,4474,886,98,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18,16,16,0
206,560,570,162,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,7,0,22,0
207,4685,93,48,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,19,25,4,0
208,9500,438,1927,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,21,99,79,1
209,2985,338,102,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,23,4,10,0
210,4996,128,77,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,17,6,20,0
211,4499,679,23,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12,7,18,0
212,383,518,148,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,10,1,6,0
213,7817,343,135,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,13,17,0
214,9345,600,128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,18,0,17,0
215,9211,601,86,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,10,9,8,0
216,1041,467,84,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,11,25,10,0
217,8650,76,51,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,14,8,18,0
218,3464,177,41,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10,25,23,0
219,6571,537,107,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,10,9,19,0
220,3567,682,71,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,25,14,0
221,2597,25,33,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,2,8,0
222,2858,878,163,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8,21,18,0
223,4107,721,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,13,13,2,0
224,4195,483,161,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,23,26,0,0
225,4821,747,31,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,19,6,6,0
226,6518,947,73,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,20,29,8,0
227,4603,179,38,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,13,27,10,0
228,5156,782,177,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,22,8,3,0
229,7602,880,96,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,5,23,0
230,9307,63,143,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,12,18,29,0
231,9575,622,1110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,97,83,1
232,2344,569,101,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10,29,16,0
233,2379,183,103,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,5,18,0
234,3176,598,123,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,20,28,1,0
235,7796,604,23,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,13,21,14,0
236,9138,110,111,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,17,28,4,0
237,3299,210,99,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,23,17,24,0
238,5656,199,182,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,11,23,22,0
239,1781,767,81,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,3,27,0
240,8105,809,149,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,12,19,28,0
241,688,660,129,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,28,0
242,9119,684,104,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,15,15,1,0
243,2963,953,56,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,7,16,29,0
244,4977,873,95,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,19,7,27,0
245,842,868,111,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,21,15,8,0
246,5231,877,186,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,22,4,5,0
247,71,684,88,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,9,18,25,0
248,4538,339,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,21,0,0
249,6903,59,29,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,16,16,17,0
250,6091,301,81,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10,6,18,0
251,1077,366,72,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10,24,27,0
252,9754,616,1094,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,99,89,1
253,8773,486,93,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,12,2,0
254,3702,24,118,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,17,6,15,0
255,5176,354,91,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,22,5,24,0
256,8888,256,115,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,18,5,25,0
257,6462,641,49,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6,4,21,0
258,3102,59,26,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,9,9,0
259,7899,960,7,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,22,2,9,0
260,2052,824,75,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,14,8,9,0
261,6723,214,101,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,8,7,22,0
262,7907,438,89,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,19,13,23,0
263,434,433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20,20,3,0
264,3457,426,137,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,15,25,2,0
265,987,887,65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,29,16,0
266,5612,364,97,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,9,16,27,0
267,8510,680,64,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,20,0
268,4819,893,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,18,29,14,0
269,1122,880,75,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,6,18,26,0
270,4955,636,95,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,14,13,28,0
271,6092,30,59,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,15,2,17,0
272,9200,243,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,22,15,0
273,4352,58,106,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,14,6,1,0
274,5596,610,97,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,28,3,0
275,2422,139,129,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,15,22,5,0
276,29,326,82,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6,17,19,0
277,804,378,54,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,18,13,1,0
278,4614,125,64,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,13,14,14,0
279,2965,988,131,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,9,6,16,0
280,5276,419,44,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,11,9,0
281,9036,918,164,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,10,1,10,0
282,5723,313,21,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,17,15,28,0
283,5247,567,131,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,12,8,21,0
284,5774,868,167,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17,26,25,0
285,5491,693,55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,19,23,16,0
286,3343,327,93,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,7,11,26,0
287,9478,503,143,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,12,14,14,0
288,1433,757,114,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,14,1,0
289,2698,732,50,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,12,16,25,0
290,5858,808,55,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,23,13,16,0
